,,,Demand,Solar,Wind,Hydro
sc01,y2030,2030-10-15T04:00:00+02:00,3243.844026,0.57,4.23,368.8
sc01,y2030,2030-10-15T05:00:00+02:00,3528.653438,0.57,2.23,294.8
sc01,y2030,2030-10-15T06:00:00+02:00,3613.991222,800.91,0.04,290.8
sc01,y2030,2030-10-15T07:00:00+02:00,3798.498163,1519.6,0.52,336
sc01,y2030,2030-10-15T08:00:00+02:00,4009.522995,1750.81,3.22,416
sc01,y2030,2030-10-15T09:00:00+02:00,4199.400507,2240.1,3.72,587.8
sc01,y2030,2030-10-15T10:00:00+02:00,4367.070651,2472.3,0.42,616.8
sc01,y2030,2030-10-15T11:00:00+02:00,4523.716294,2484.1,0.33,770.8
sc01,y2030,2030-10-15T12:00:00+02:00,4663.941601,2421.1,0.13,771.2
sc01,y2030,2030-10-15T13:00:00+02:00,4778.509414,2248.3,0.04,792.2
sc01,y2030,2030-10-15T14:00:00+02:00,4821.542768,1970.7,1.13,790.8
sc01,y2030,2030-10-15T15:00:00+02:00,4784.645969,1317.4,1.53,796
sc01,y2030,2030-10-15T16:00:00+02:00,4648.943949,163.65,3.53,838.2
sc01,y2030,2030-10-15T17:00:00+02:00,4666.704598,0.57,11.73,833.6
sc01,y2030,2030-10-15T18:00:00+02:00,4712.37876,0.57,7.83,799.4
sc01,y2030,2030-10-15T19:00:00+02:00,4534.329886,0.57,8.63,648.4
sc01,y2030,2030-10-15T20:00:00+02:00,4257.393484,0.57,6.93,462.2
sc01,y2030,2030-10-15T21:00:00+02:00,3864.883688,0.57,4.53,365.6
sc01,y2030,2030-10-15T22:00:00+02:00,3497.880754,0.57,2.82,261.6
sc01,y2030,2030-10-15T23:00:00+02:00,3259.437658,0.57,11.43,297.2
sc01,y2030,2030-10-16T00:00:00+02:00,3134.306462,0.57,14.03,273.4
sc01,y2030,2030-10-16T01:00:00+02:00,3044.485487,0.57,18.83,255.8
sc01,y2030,2030-10-16T02:00:00+02:00,3002.897966,0.57,23.13,352.6
sc01,y2030,2030-10-16T03:00:00+02:00,3060.033385,0.57,18.13,355.4
sc01,y2030,2030-10-16T04:00:00+02:00,3236.028303,0.57,12.22,338.6
sc01,y2030,2030-10-16T05:00:00+02:00,3514.435869,0.57,5.73,376.2
sc01,y2030,2030-10-16T06:00:00+02:00,3606.832309,782.51,7.02,382.8
sc01,y2030,2030-10-16T07:00:00+02:00,3803.304204,1488.5,23.91,442.2
sc01,y2030,2030-10-16T08:00:00+02:00,4005.862589,2034.3,23.51,549
sc01,y2030,2030-10-16T09:00:00+02:00,4225.115463,2320.1,31.61,775.6
sc01,y2030,2030-10-16T10:00:00+02:00,4376.965577,2455.2,3.63,769
sc01,y2030,2030-10-16T11:00:00+02:00,4510.159205,2480.9,4.73,769.6
sc01,y2030,2030-10-16T12:00:00+02:00,4664.105189,2415,8.03,779.2
sc01,y2030,2030-10-16T13:00:00+02:00,4789.898661,2251.6,7.23,758.8
sc01,y2030,2030-10-16T14:00:00+02:00,4840.788224,1917.1,8.23,760.8
sc01,y2030,2030-10-16T15:00:00+02:00,4807.825029,1296.9,17.61,772.2
sc01,y2030,2030-10-16T16:00:00+02:00,4670.596271,147.19,15.81,761
sc01,y2030,2030-10-16T17:00:00+02:00,4723.072328,0.57,4.13,671.4
sc01,y2030,2030-10-16T18:00:00+02:00,4730.198248,0.57,1.73,580
sc01,y2030,2030-10-16T19:00:00+02:00,4552.828383,0.57,0.82,415.2
sc01,y2030,2030-10-16T20:00:00+02:00,4289.827704,0.57,4.21,402
sc01,y2030,2030-10-16T21:00:00+02:00,3918.636459,0.57,31,329.8
sc01,y2030,2030-10-16T22:00:00+02:00,3557.791876,0.57,59.21,327
sc01,y2030,2030-10-16T23:00:00+02:00,3311.820722,0.57,55.91,312.2
sc01,y2030,2030-10-17T00:00:00+02:00,3172.634166,0.57,51.01,323.8
sc01,y2030,2030-10-17T01:00:00+02:00,3072.707349,0.57,47.51,312
sc01,y2030,2030-10-17T02:00:00+02:00,3041.065861,0.57,51.71,310.2
sc01,y2030,2030-10-17T03:00:00+02:00,3085.590892,0.57,24.01,316.2
sc01,y2030,2030-10-17T04:00:00+02:00,3273.591249,0.57,88.41,268
sc01,y2030,2030-10-17T05:00:00+02:00,3542.805962,0.57,139.21,320.2
sc01,y2030,2030-10-17T06:00:00+02:00,3664.126582,698.82,111.72,316.6
sc01,y2030,2030-10-17T07:00:00+02:00,3823.44025,1240.6,86.32,475.4
sc01,y2030,2030-10-17T08:00:00+02:00,4014.252776,1704.2,56.31,506.2
sc01,y2030,2030-10-17T09:00:00+02:00,4206.496465,1916.8,8.91,638.6
sc01,y2030,2030-10-17T10:00:00+02:00,4352.090078,2099.4,50.93,752
sc01,y2030,2030-10-17T11:00:00+02:00,4462.140621,1927.3,59.72,740.4
sc01,y2030,2030-10-17T12:00:00+02:00,4576.521781,1922,52.42,722.4
sc01,y2030,2030-10-17T13:00:00+02:00,4600.58081,1660.7,33.43,738.6
sc01,y2030,2030-10-17T14:00:00+02:00,4556.890953,1221.72,0.04,734
sc01,y2030,2030-10-17T15:00:00+02:00,4485.964114,681.32,24.52,741.4
sc01,y2030,2030-10-17T16:00:00+02:00,4407.353183,21.32,0.04,739.4
sc01,y2030,2030-10-17T17:00:00+02:00,4539.77155,0.57,0.33,743
sc01,y2030,2030-10-17T18:00:00+02:00,4550.485702,0.57,2.33,657.4
sc01,y2030,2030-10-17T19:00:00+02:00,4386.951968,0.57,0.04,609.4
sc01,y2030,2030-10-17T20:00:00+02:00,4203.67973,0.57,0.83,569.4
sc01,y2030,2030-10-17T21:00:00+02:00,3908.680397,0.57,22.82,412
sc01,y2030,2030-10-17T22:00:00+02:00,3632.637163,0.57,35.42,262.2
sc01,y2030,2030-10-17T23:00:00+02:00,3403.221092,0.57,42.02,280
sc01,y2030,2030-10-18T00:00:00+02:00,3242.732697,0.57,7.13,271.6
sc01,y2030,2030-10-18T01:00:00+02:00,3141.61138,0.57,16.53,317.8
sc01,y2030,2030-10-18T02:00:00+02:00,3082.737793,0.57,14.33,269.4
sc01,y2030,2030-10-18T03:00:00+02:00,3076.399523,0.57,6.33,258.4
sc01,y2030,2030-10-18T04:00:00+02:00,3134.370295,0.57,19.03,263.4
sc01,y2030,2030-10-18T05:00:00+02:00,3234.33393,0.57,39.63,297
sc01,y2030,2030-10-18T06:00:00+02:00,3282.890662,315.05,50.22,412
sc01,y2030,2030-10-18T07:00:00+02:00,3514.234911,800.89,4.83,401.4
sc01,y2030,2030-10-18T08:00:00+02:00,3660.296064,1238.91,0.04,509
sc01,y2030,2030-10-18T09:00:00+02:00,3740.745107,1429.6,0.04,541.6
sc01,y2030,2030-10-18T10:00:00+02:00,3810.837484,1454.7,0.04,617
sc01,y2030,2030-10-18T11:00:00+02:00,3814.916229,1587.4,0.04,631.4
sc01,y2030,2030-10-18T12:00:00+02:00,3818.419404,1605.6,2.82,668.4
sc01,y2030,2030-10-18T13:00:00+02:00,3804.07985,1421.8,13.52,718.8
sc01,y2030,2030-10-18T14:00:00+02:00,3793.658812,1158.24,25.01,697
sc01,y2030,2030-10-18T15:00:00+02:00,3743.454791,662.47,32.11,692.6
sc01,y2030,2030-10-18T16:00:00+02:00,3728.818572,92.95,52.31,686.8
sc01,y2030,2030-10-18T17:00:00+02:00,3985.712151,0.57,45.63,639.6
sc01,y2030,2030-10-18T18:00:00+02:00,4048.432459,0.57,66.13,602.2
sc01,y2030,2030-10-18T19:00:00+02:00,3946.868605,0.57,148.72,443.4
sc01,y2030,2030-10-18T20:00:00+02:00,3794.4996,0.57,246.52,421.2
sc01,y2030,2030-10-18T21:00:00+02:00,3576.814463,0.57,284.61,339.2
sc01,y2030,2030-10-18T22:00:00+02:00,3347.749941,0.57,770.8,310.6
sc01,y2030,2030-10-18T23:00:00+02:00,3169.838315,0.57,1284.7,293.6
sc01,y2030,2030-10-19T00:00:00+02:00,3028.334354,0.57,1563.3,296
sc01,y2030,2030-10-19T01:00:00+02:00,2938.763269,0.57,1925.9,311.6
sc01,y2030,2030-10-19T02:00:00+02:00,2884.30798,0.57,2063,306
sc01,y2030,2030-10-19T03:00:00+02:00,2877.889939,0.57,2256,299.6
sc01,y2030,2030-10-19T04:00:00+02:00,2907.562277,0.57,2010.2,389.6
sc01,y2030,2030-10-19T05:00:00+02:00,2942.046257,0.57,1806.5,432
sc01,y2030,2030-10-19T06:00:00+02:00,2938.740883,593.04,2203.9,392.8
sc01,y2030,2030-10-19T07:00:00+02:00,3112.382712,1163.5,2305.7,396.2
sc01,y2030,2030-10-19T08:00:00+02:00,3299.304342,1512.8,2241.1,496.4
sc01,y2030,2030-10-19T09:00:00+02:00,3454.365082,1791,1778,635.4
sc01,y2030,2030-10-19T10:00:00+02:00,3550.429579,2143.4,2111.7,648.8
sc01,y2030,2030-10-19T11:00:00+02:00,3611.945319,2308,1909.2,654.4
sc01,y2030,2030-10-19T12:00:00+02:00,3660.823384,2282,1710.3,744
sc01,y2030,2030-10-19T13:00:00+02:00,3701.265379,2136.4,1440.6,755.8
sc01,y2030,2030-10-19T14:00:00+02:00,3739.985807,1831.1,1695,765.6
sc01,y2030,2030-10-19T15:00:00+02:00,3767.340739,1228.8,2113,752.6
sc01,y2030,2030-10-19T16:00:00+02:00,3808.863417,85.34,1927.8,695.2
sc01,y2030,2030-10-19T17:00:00+02:00,4088.821591,0.57,1409,655.6
sc01,y2030,2030-10-19T18:00:00+02:00,4159.81843,0.57,1206.8,527.8
sc01,y2030,2030-10-19T19:00:00+02:00,4054.601659,0.57,1581,510.4
sc01,y2030,2030-10-19T20:00:00+02:00,3852.372585,0.57,2024.9,401.6
sc01,y2030,2030-10-19T21:00:00+02:00,3593.469274,0.57,2294,319
sc01,y2030,2030-10-19T22:00:00+02:00,3309.259766,0.57,2356.4,287.2
sc01,y2030,2030-10-19T23:00:00+02:00,3116.582707,0.57,2469.7,286.8
sc01,y2030,2030-10-20T00:00:00+02:00,3001.449405,0.57,2460.7,274.8
sc01,y2030,2030-10-20T01:00:00+02:00,2923.892558,0.57,2446,279.8
sc01,y2030,2030-10-20T02:00:00+02:00,2913.911748,0.57,2362.7,229.4
sc01,y2030,2030-10-20T03:00:00+02:00,2973.024914,0.57,2153.4,224.2
sc01,y2030,2030-10-20T04:00:00+02:00,3173.440032,0.57,2044,335.8
sc01,y2030,2030-10-20T05:00:00+02:00,3469.961795,0.57,1948.9,430.6
sc01,y2030,2030-10-20T06:00:00+02:00,3580.292245,672.21,1928.4,454.4
sc01,y2030,2030-10-20T07:00:00+02:00,3733.970432,1223.72,1853.2,508.2
sc01,y2030,2030-10-20T08:00:00+02:00,3909.453639,1629.4,1593.8,591.4
sc01,y2030,2030-10-20T09:00:00+02:00,4068.228822,1856.2,1289.9,586.8
sc01,y2030,2030-10-20T10:00:00+02:00,4184.977741,2155.8,1171.9,654.8
sc01,y2030,2030-10-20T11:00:00+02:00,4240.364618,2295.1,707.6,659.2
sc01,y2030,2030-10-20T12:00:00+02:00,4308.718409,2276.8,589,673.2
sc01,y2030,2030-10-20T13:00:00+02:00,4344.661824,2139.7,515.9,656.2
sc01,y2030,2030-10-20T14:00:00+02:00,4361.242858,1811.9,379.8,661.4
sc01,y2030,2030-10-20T15:00:00+02:00,4333.135299,1147.9,346,659.4
sc01,y2030,2030-10-20T16:00:00+02:00,4288.892911,63.85,381.4,720
sc01,y2030,2030-10-20T17:00:00+02:00,4498.955023,0.57,215.9,749.2
sc01,y2030,2030-10-20T18:00:00+02:00,4527.795167,0.57,110.21,708
sc01,y2030,2030-10-20T19:00:00+02:00,4373.450197,0.57,325.21,726.8
sc01,y2030,2030-10-20T20:00:00+02:00,4146.608358,0.57,637.6,603.6
sc01,y2030,2030-10-20T21:00:00+02:00,3779.838295,0.57,680.2,492.8
sc01,y2030,2030-10-20T22:00:00+02:00,3442.304272,0.57,671,308.2
sc01,y2030,2030-10-20T23:00:00+02:00,3204.415641,0.57,584.1,267.6
sc01,y2030,2030-10-21T00:00:00+02:00,3083.261421,0.57,481.8,281.4
sc01,y2030,2030-10-21T01:00:00+02:00,3003.613373,0.57,776.7,301.2
sc01,y2030,2030-10-21T02:00:00+02:00,2977.799066,0.57,871.8,267.8
sc01,y2030,2030-10-21T03:00:00+02:00,3025.715856,0.57,841.8,274.4
sc01,y2030,2030-10-21T04:00:00+02:00,3222.077114,0.57,827.3,269.6
sc01,y2030,2030-10-21T05:00:00+02:00,3534.757325,0.57,837.9,341.4
sc01,y2030,2030-10-21T06:00:00+02:00,3633.662886,640.52,878.9,352
sc01,y2030,2030-10-21T07:00:00+02:00,3786.481253,1338.73,876,447.8
sc01,y2030,2030-10-21T08:00:00+02:00,3968.023087,1830.21,818.61,515.6
sc01,y2030,2030-10-21T09:00:00+02:00,4105.57431,2116,694.02,607.4
sc01,y2030,2030-10-21T10:00:00+02:00,4201.097583,2363.5,437.52,709.8
sc01,y2030,2030-10-21T11:00:00+02:00,4244.279036,2423.1,228.51,673.2
sc01,y2030,2030-10-21T12:00:00+02:00,4296.248997,2389.1,208.31,682
sc01,y2030,2030-10-21T13:00:00+02:00,4310.422789,2240.6,115.3,722
sc01,y2030,2030-10-21T14:00:00+02:00,4289.329731,1897.6,91.3,773.4
sc01,y2030,2030-10-21T15:00:00+02:00,4228.519531,1242,46.4,674
sc01,y2030,2030-10-21T16:00:00+02:00,4140.5007,42.66,48.01,658.2
sc01,y2030,2030-10-21T17:00:00+02:00,4373.677324,0.57,118.12,677.8
sc01,y2030,2030-10-21T18:00:00+02:00,4416.737967,0.57,155.52,680.4
sc01,y2030,2030-10-21T19:00:00+02:00,4268.987864,0.57,112.3,536.6
sc01,y2030,2030-10-21T20:00:00+02:00,4029.986444,0.57,98.8,437
sc01,y2030,2030-10-21T21:00:00+02:00,3678.139736,0.57,79.81,324
sc01,y2030,2030-10-21T22:00:00+02:00,3360.576441,0.57,69,276
sc01,y2030,2030-10-21T23:00:00+02:00,3144.366976,0.57,128.3,309.2
sc01,y2030,2030-10-22T00:00:00+02:00,3011.994384,0.57,157.3,307
sc01,y2030,2030-10-22T01:00:00+02:00,2951.330769,0.57,124.5,279
sc01,y2030,2030-10-22T02:00:00+02:00,2927.077397,0.57,224.51,291
sc01,y2030,2030-10-22T03:00:00+02:00,2989.209665,0.57,271.2,274.6
sc01,y2030,2030-10-22T04:00:00+02:00,3187.076864,0.57,255.3,269.2
sc01,y2030,2030-10-22T05:00:00+02:00,3484.469755,0.57,435.8,401.2
sc01,y2030,2030-10-22T06:00:00+02:00,3574.966641,753.11,616,406.2
sc01,y2030,2030-10-22T07:00:00+02:00,3718.170459,1510.7,741.1,387.4
sc01,y2030,2030-10-22T08:00:00+02:00,3895.139164,2074.9,875.8,478
sc01,y2030,2030-10-22T09:00:00+02:00,4021.262409,2358,805.4,594.4
sc01,y2030,2030-10-22T10:00:00+02:00,4136.744212,2483.1,376.8,613
sc01,y2030,2030-10-22T11:00:00+02:00,4202.051967,2497.8,411.5,591.8
sc01,y2030,2030-10-22T12:00:00+02:00,4266.335653,2414.2,429,619.4
sc01,y2030,2030-10-22T13:00:00+02:00,4315.625282,2231.9,455.1,615.4
sc01,y2030,2030-10-22T14:00:00+02:00,4305.439844,1910.6,437.6,624.6
sc01,y2030,2030-10-22T15:00:00+02:00,4263.738422,1216.1,609.3,563.8
sc01,y2030,2030-10-22T16:00:00+02:00,4208.134055,34.89,831.7,484.6
sc01,y2030,2030-10-22T17:00:00+02:00,4414.1758,0.57,1236.3,467.2
sc01,y2030,2030-10-22T18:00:00+02:00,4457.636655,0.57,1386.8,370.4
sc01,y2030,2030-10-22T19:00:00+02:00,4312.408343,0.57,1940.1,343.4
sc01,y2030,2030-10-22T20:00:00+02:00,4055.048503,0.57,2147,350.2
sc01,y2030,2030-10-22T21:00:00+02:00,3689.591954,0.57,1936.1,250.4
sc01,y2030,2030-10-22T22:00:00+02:00,3357.512186,0.57,2149.6,132
sc01,y2030,2030-10-22T23:00:00+02:00,3139.993673,0.57,2134.6,161.6
sc01,y2030,2030-10-23T00:00:00+02:00,3004.947927,0.57,2065.5,204.8
sc01,y2030,2030-10-23T01:00:00+02:00,2942.627118,0.57,2110.7,200
sc01,y2030,2030-10-23T02:00:00+02:00,2925.710889,0.57,2201.8,221.4
sc01,y2030,2030-10-23T03:00:00+02:00,2982.674877,0.57,2156.9,189.6
sc01,y2030,2030-10-23T04:00:00+02:00,3183.122573,0.57,2104.3,206
sc01,y2030,2030-10-23T05:00:00+02:00,3494.650591,0.57,2195.2,236.4
sc01,y2030,2030-10-23T06:00:00+02:00,3576.798154,732.11,2151,270.4
sc01,y2030,2030-10-23T07:00:00+02:00,3713.028577,1449.7,2272,326.6
sc01,y2030,2030-10-23T08:00:00+02:00,3894.00148,2006.5,2302.9,308
sc01,y2030,2030-10-23T09:00:00+02:00,4049.102789,2264.9,2323.5,414.6
sc01,y2030,2030-10-23T10:00:00+02:00,4168.558413,2387.3,2312.5,452.6
sc01,y2030,2030-10-23T11:00:00+02:00,4261.369046,2416.1,2211,538.6
sc01,y2030,2030-10-23T12:00:00+02:00,4356.797059,2359,2131.7,543.4
sc01,y2030,2030-10-23T13:00:00+02:00,4422.72134,2180.2,2143.9,536.4
sc01,y2030,2030-10-23T14:00:00+02:00,4413.647811,1661.2,2118.2,524.8
sc01,y2030,2030-10-23T15:00:00+02:00,4371.193897,1173.8,2200.7,433.2
sc01,y2030,2030-10-23T16:00:00+02:00,4283.349961,25.19,2222.6,454.2
sc01,y2030,2030-10-23T17:00:00+02:00,4456.46935,0.57,2004.9,456.6
sc01,y2030,2030-10-23T18:00:00+02:00,4502.84963,0.57,2228.6,390.6
sc01,y2030,2030-10-23T19:00:00+02:00,4324.280153,0.57,2342.3,411.8
sc01,y2030,2030-10-23T20:00:00+02:00,4087.184995,0.57,2393.7,325.6
sc01,y2030,2030-10-23T21:00:00+02:00,3721.121296,0.57,2370.6,304
sc01,y2030,2030-10-23T22:00:00+02:00,3387.169529,0.57,2332.1,283.6
sc01,y2030,2030-10-23T23:00:00+02:00,3157.598803,0.57,2271.8,286.8
sc01,y2030,2030-10-24T00:00:00+02:00,3034.550696,0.57,2269.9,198.2
sc01,y2030,2030-10-24T01:00:00+02:00,2960.200359,0.57,2119.3,208.4
sc01,y2030,2030-10-24T02:00:00+02:00,2946.088119,0.57,1856.1,202
sc01,y2030,2030-10-24T03:00:00+02:00,3005.130421,0.57,1512.1,200.8
sc01,y2030,2030-10-24T04:00:00+02:00,3208.575533,0.57,1450.5,173.2
sc01,y2030,2030-10-24T05:00:00+02:00,3514.426381,0.57,1192.1,226.8
sc01,y2030,2030-10-24T06:00:00+02:00,3605.963315,717.71,1073.5,242.4
sc01,y2030,2030-10-24T07:00:00+02:00,3745.448535,1280.01,933.3,248.6
sc01,y2030,2030-10-24T08:00:00+02:00,3951.902683,1646.81,884.1,285.2
sc01,y2030,2030-10-24T09:00:00+02:00,4121.577039,1874.81,766.8,247.2
sc01,y2030,2030-10-24T10:00:00+02:00,4265.897584,1995.51,511.4,272.4
sc01,y2030,2030-10-24T11:00:00+02:00,4377.412384,2168.7,411.4,325.2
sc01,y2030,2030-10-24T12:00:00+02:00,4493.396654,2059.5,351.7,463.2
sc01,y2030,2030-10-24T13:00:00+02:00,4576.255653,1806.51,421.2,507.8
sc01,y2030,2030-10-24T14:00:00+02:00,4593.927908,1514.31,385.41,418.4
sc01,y2030,2030-10-24T15:00:00+02:00,4531.517866,965.2,460.71,434.8
sc01,y2030,2030-10-24T16:00:00+02:00,4399.352973,19.92,473.7,427.8
sc01,y2030,2030-10-24T17:00:00+02:00,4505.761851,0.57,337.6,429.4
sc01,y2030,2030-10-24T18:00:00+02:00,4469.736559,0.57,357.2,469.2
sc01,y2030,2030-10-24T19:00:00+02:00,4284.432268,0.57,316.4,442
sc01,y2030,2030-10-24T20:00:00+02:00,4080.680786,0.57,201.3,405.8
sc01,y2030,2030-10-24T21:00:00+02:00,3785.806286,0.57,144.51,300
sc01,y2030,2030-10-24T22:00:00+02:00,3471.531162,0.57,119.91,250.2
sc01,y2030,2030-10-24T23:00:00+02:00,3254.3476,0.57,113.5,255.4
sc01,y2030,2030-10-25T00:00:00+02:00,3099.664496,0.57,110.8,161.6
sc01,y2030,2030-10-25T01:00:00+02:00,3002.201493,0.57,194,179.2
sc01,y2030,2030-10-25T02:00:00+02:00,2943.875772,0.57,159,168.4
sc01,y2030,2030-10-25T03:00:00+02:00,2952.803823,0.57,111.8,180.4
sc01,y2030,2030-10-25T04:00:00+02:00,3013.419151,0.57,83.4,157
sc01,y2030,2030-10-25T05:00:00+02:00,3089.212584,0.57,94.8,166.6
sc01,y2030,2030-10-25T06:00:00+02:00,3101.766213,695.01,112.81,244.2
sc01,y2030,2030-10-25T07:00:00+02:00,3314.84732,1278.11,132.11,295
sc01,y2030,2030-10-25T08:00:00+02:00,3543.972461,1653.31,117.21,357
sc01,y2030,2030-10-25T09:00:00+02:00,3715.125119,2150.9,93.2,424.2
sc01,y2030,2030-10-25T10:00:00+02:00,3824.079531,2378.9,27.72,456.8
sc01,y2030,2030-10-25T11:00:00+02:00,3896.856371,2419.3,29.02,442
sc01,y2030,2030-10-25T12:00:00+02:00,3967.369759,1989.31,42.02,452.8
sc01,y2030,2030-10-25T13:00:00+02:00,4023.614361,2078.8,56.32,472.8
sc01,y2030,2030-10-25T14:00:00+02:00,4049.677424,1802.5,72.02,524
sc01,y2030,2030-10-25T15:00:00+02:00,4039.520851,1160.2,84.12,525.6
sc01,y2030,2030-10-25T16:00:00+02:00,4020.42994,18.54,96.72,503.8
sc01,y2030,2030-10-25T17:00:00+02:00,4235.592852,0.57,99.91,507.8
sc01,y2030,2030-10-25T18:00:00+02:00,4237.936683,0.57,126.51,507.4
sc01,y2030,2030-10-25T19:00:00+02:00,4078.594553,0.57,205.5,516.8
sc01,y2030,2030-10-25T20:00:00+02:00,3881.637993,0.57,332.9,433.8
sc01,y2030,2030-10-25T21:00:00+02:00,3655.822936,0.57,469.4,343.4
sc01,y2030,2030-10-25T22:00:00+02:00,3400.105245,0.57,490.3,297
sc01,y2030,2030-10-25T23:00:00+02:00,3188.686422,0.57,544.7,285.8
sc01,y2030,2030-10-26T00:00:00+02:00,3050.056531,0.57,559.3,160.2
sc01,y2030,2030-10-26T01:00:00+02:00,2956.875591,0.57,578.7,159
sc01,y2030,2030-10-26T02:00:00+02:00,2903.416976,0.57,478.6,176.2
sc01,y2030,2030-10-26T03:00:00+02:00,2900.097498,0.57,324.6,161.2
sc01,y2030,2030-10-26T04:00:00+02:00,2942.065542,0.57,282.8,172.6
sc01,y2030,2030-10-26T05:00:00+02:00,2963.411176,0.57,221.5,237
sc01,y2030,2030-10-26T06:00:00+02:00,2936.542437,684.61,226.8,222.4
sc01,y2030,2030-10-26T07:00:00+02:00,3120.46274,1426.3,149.5,299.8
sc01,y2030,2030-10-26T08:00:00+02:00,3316.055555,1977.2,116.6,393.2
sc01,y2030,2030-10-26T09:00:00+02:00,3505.156068,2231,212.5,432.4
sc01,y2030,2030-10-26T10:00:00+02:00,3632.029359,2364.9,117.5,435.4
sc01,y2030,2030-10-26T11:00:00+02:00,3733.488154,2393.1,59.7,456.2
sc01,y2030,2030-10-26T12:00:00+02:00,3841.378699,2321.3,33.7,458.4
sc01,y2030,2030-10-26T13:00:00+02:00,3948.753445,2145.4,14.91,463.6
sc01,y2030,2030-10-26T14:00:00+02:00,4020.145246,1802.3,14.81,503
sc01,y2030,2030-10-26T15:00:00+02:00,4056.969897,1132.5,46.91,583.2
sc01,y2030,2030-10-26T16:00:00+02:00,4055.326372,16.34,73.31,641.2
sc01,y2030,2030-10-26T17:00:00+02:00,4304.728664,0.57,39.21,567.6
sc01,y2030,2030-10-26T18:00:00+02:00,4328.645845,0.57,174.91,390.2
sc01,y2030,2030-10-26T19:00:00+02:00,4174.664624,0.57,636.6,376.2
sc01,y2030,2030-10-26T20:00:00+02:00,3945.224247,0.57,668.6,288.4
sc01,y2030,2030-10-26T21:00:00+02:00,3625.019755,0.57,429.7,233.8
sc01,y2030,2030-10-26T22:00:00+02:00,3318.701744,0.57,495.9,247
sc01,y2030,2030-10-26T23:00:00+02:00,3115.815252,0.57,809.6,251.6
sc01,y2030,2030-10-27T00:00:00+02:00,2998.280684,0.57,829.2,232.4
sc01,y2030,2030-10-27T01:00:00+02:00,2935.24189,0.57,812.5,299.2
sc01,y2030,2030-10-27T02:00:00+02:00,2917.227531,0.57,766.8,259.6
sc01,y2030,2030-10-27T03:00:00+01:00,2985.449488,0.57,801.5,277.8
sc01,y2030,2030-10-27T04:00:00+01:00,3219.06723,0.57,731.1,275.2
sc01,y2030,2030-10-27T05:00:00+01:00,3528.568907,0.57,650.9,289.8
sc01,y2030,2030-10-27T06:00:00+01:00,3617.745746,653.61,603.6,323.4
sc01,y2030,2030-10-27T07:00:00+01:00,3810.326142,1387.6,568.2,337.2
sc01,y2030,2030-10-27T08:00:00+01:00,4036.173578,1907.9,484.1,357
sc01,y2030,2030-10-27T09:00:00+01:00,4257.660353,2159.4,265.3,359.4
sc01,y2030,2030-10-27T10:00:00+01:00,4458.22712,2295.6,146.01,547
sc01,y2030,2030-10-27T11:00:00+01:00,4561.02125,2305,61.11,550.4
sc01,y2030,2030-10-27T12:00:00+01:00,4733.788676,2262,56.01,537.4
sc01,y2030,2030-10-27T13:00:00+01:00,4856.005916,2104.7,56.51,542
sc01,y2030,2030-10-27T14:00:00+01:00,4871.230374,1766.9,47.91,607.8
sc01,y2030,2030-10-27T15:00:00+01:00,4798.118339,1098.6,52.01,634
sc01,y2030,2030-10-27T16:00:00+01:00,4693.818224,12.05,67.92,655
sc01,y2030,2030-10-27T17:00:00+01:00,4828.310111,0.57,0.92,637
sc01,y2030,2030-10-27T18:00:00+01:00,4766.105722,0.57,0.53,547
sc01,y2030,2030-10-27T19:00:00+01:00,4596.549558,0.57,3.63,464.6
sc01,y2030,2030-10-27T20:00:00+01:00,4271.821734,0.57,0.04,457.2
sc01,y2030,2030-10-27T21:00:00+01:00,3891.16399,0.57,0.53,446.4
sc01,y2030,2030-10-27T22:00:00+01:00,3514.860414,0.57,51.53,322
sc01,y2030,2030-10-27T23:00:00+01:00,3286.050359,0.57,92.52,294.2
sc01,y2030,2030-10-28T00:00:00+01:00,3145.145326,0.57,93.2,247.4
sc01,y2030,2030-10-28T01:00:00+01:00,3069.936951,0.57,271.3,229
sc01,y2030,2030-10-28T02:00:00+01:00,3033.128075,0.57,554.3,221
sc01,y2030,2030-10-28T03:00:00+01:00,3090.707702,0.57,643.1,246
sc01,y2030,2030-10-28T04:00:00+01:00,3309.787593,0.57,869.7,207
sc01,y2030,2030-10-28T05:00:00+01:00,3668.3079,0.57,1159.8,283.8
sc01,y2030,2030-10-28T06:00:00+01:00,3804.657352,442.57,1381,275.4
sc01,y2030,2030-10-28T07:00:00+01:00,3910.8232,1167.61,1719.7,367.2
sc01,y2030,2030-10-28T08:00:00+01:00,4102.431012,1621.2,1742.9,463.2
sc01,y2030,2030-10-28T09:00:00+01:00,4274.816983,1800.1,1780.4,485.8
sc01,y2030,2030-10-28T10:00:00+01:00,4416.389288,2054.9,1878,584.8
sc01,y2030,2030-10-28T11:00:00+01:00,4463.458501,1996.5,2028,553
sc01,y2030,2030-10-28T12:00:00+01:00,4511.075672,1912.8,1746.1,617
sc01,y2030,2030-10-28T13:00:00+01:00,4552.703006,1859.9,1906.2,617.8
sc01,y2030,2030-10-28T14:00:00+01:00,4537.095688,1502.22,1995.3,668.2
sc01,y2030,2030-10-28T15:00:00+01:00,4468.664526,1037.8,2133.4,667.6
sc01,y2030,2030-10-28T16:00:00+01:00,4391.562962,0.57,2091.6,686.6
